evidence_layer,snapshot,song_age,delta_excess,decay_equivalent_years,inversion_status
Matched residual,October 2016,42,2.5221556223943744,4.67623663937227,valid
Matched residual,October 2016,43,2.5221556223943744,4.787343373652988,valid
Matched residual,October 2016,44,2.5221556223943744,4.900932376625278,valid
Matched residual,October 2016,45,2.5221556223943744,5.017051860567236,valid
Matched residual,October 2016,46,2.5221556223943744,5.135750649194584,valid
Matched residual,October 2016,47,2.5221556223943744,5.257078170648683,valid
Matched residual,October 2016,48,2.5221556223943744,5.381084449671604,valid
Matched residual,October 2016,49,2.5221556223943744,5.507820098944954,valid
Matched residual,October 2016,50,2.5221556223943744,5.637336309565846,valid
Matched residual,October 2016,51,2.5221556223943744,5.769684840635925,valid
Matched residual,October 2016,52,2.5221556223943744,5.904918007939052,valid
Matched residual,October 2016,53,2.5221556223943744,6.043088671684103,valid
Matched residual,October 2016,54,2.5221556223943744,6.184250223290071,valid
Matched residual,October 2016,55,2.5221556223943744,6.328456571191232,valid
Matched residual,October 2016,56,2.5221556223943744,6.475762125640912,valid
Matched residual,October 2016,57,2.5221556223943744,6.626221782494021,valid
Matched residual,October 2016,58,2.5221556223943744,6.779890905948591,valid
Matched residual,July 2017,1,2.5221556223943744,0.24871400999384263,valid
Matched residual,July 2017,2,2.5221556223943744,0.42924320854503994,valid
Matched residual,July 2017,3,2.5221556223943744,0.6750865185470705,valid
Matched residual,July 2017,4,2.5221556223943744,0.9628888564845215,valid
Matched residual,July 2017,5,2.5221556223943744,1.2549241651005834,valid
Matched residual,July 2017,6,2.5221556223943744,1.515779388777001,valid
Matched residual,July 2017,7,2.5221556223943744,1.7251433726170626,valid
Matched residual,July 2017,8,2.5221556223943744,1.881275312695771,valid
Matched residual,July 2017,9,2.5221556223943744,1.99512237539858,valid
Matched residual,July 2017,10,2.5221556223943744,2.0810057793326573,valid
Matched residual,July 2017,11,2.5221556223943744,2.1506456508547664,valid
Matched residual,July 2017,12,2.5221556223943744,2.211744601673276,valid
Matched residual,July 2017,13,2.5221556223943744,2.2688087850384573,valid
Matched residual,July 2017,14,2.5221556223943744,2.3243199267439323,valid
Matched residual,July 2017,15,2.5221556223943744,2.3796067665768756,valid
